83756	TAS1R3	1	1331324	1335320	+
3681	ITGAD	16	31393224	31426513	+
6276	S100A5	1	153537114	153543514	-
57821	CCDC181	1	169394870	169462221	-
81671	VMP1	17	59707502	59840593	+
10381	TUBB3	16	89922009	89936097	+
164127	CCDC185	1	223393373	223395470	+
8632	DNAH17	17	78423697	78577430	-
1600	DAB1	1	56997906	58250539	-
534	ATP6V1G2	6	31544451	31546848	-
622	BDH1	3	197509783	197573323	-
131474	CHCHD4	3	14112077	14124871	-
473	RERE	1	8352404	8826226	-
5993	RFX5	1	151340640	151347319	-
3898	LAD1	1	201380838	201399541	-
64211	LHX5	12	113462889	113472072	-
54897	CASZ1	1	10636602	10796676	-
389161	ANKUB1	3	149760648	149792823	-
124857	WFIKKN2	17	50834650	50842353	+
90799	CEP95	17	64506736	64537951	+
79629	OCEL1	19	17226204	17229219	+
55182	RNF220	1	44404846	44651724	+
84666	RETNLB	3	108755639	108757283	-
4223	MEOX2	7	15611212	15686683	-
51192	CKLF	16	66552563	66566287	+
9881	TRANK1	3	36826817	36945662	-
7538	ZFP36	19	39406847	39409412	+
116987	AGAP1	2	235494089	236131800	+
56606	SLC2A9	4	9771125	10040248	-
439921	MXRA7	17	76673650	76711005	-
84171	LOXL4	10	98247686	98268250	-
440799	P2RX6P	22	21042392	21044249	-
79833	GEMIN6	2	38778185	38781965	+
57634	EP400	12	131949920	132080466	+
114784	CSMD2	1	33513999	34165842	-
1973	EIF4A1	17	7572706	7579006	+
79813	EHMT1	9	137618988	137836127	+
56894	AGPAT3	21	43865160	43987594	+
1041	CDSN	6	31115088	31120475	-
9519	TBPL1	6	133952170	133987500	+
7709	ZBTB17	1	15941869	15976132	-
2274	FHL2	2	105360826	105438773	-
56895	AGPAT4	6	161129980	161274108	-
175	AGA	4	177430774	177442503	-
197257	LDHD	16	75111860	75116772	-
677	ZFP36L1	14	68787655	68796243	-
79747	ADGB	6	146598965	146815462	+
10019	SH2B3	12	111405106	111451623	+
9108	MTMR7	8	17296794	17413531	-
4489	MT1A	16	56638666	56640087	+
84870	RSPO3	6	127118671	127199481	+
29123	ANKRD11	16	89267619	89490561	-
11060	WWP2	16	69762284	69941741	+
89777	SERPINB12	18	63519164	63569329	+
285489	DOK7	4	3463306	3501476	+
51005	AMDHD2	16	2520351	2531414	+
1819	DRG2	17	18087867	18107985	+
55780	ERMARD	6	169751622	169781584	+
1947	EFNB1	X	68828997	68842164	+
399888	FAM180B	11	47586678	47589194	+
441024	MTHFD2L	4	74123280	74303099	+
10243	GPHN	14	66507407	67735831	+
3167	HMX2	10	123142421	123150673	+
83449	PMFBP1	16	72116696	72173908	-
60673	ATG101	12	52069974	52077495	+
126668	TDRD10	1	154502219	154548147	+
9381	OTOF	2	26457203	26558698	-
4807	NHLH1	1	160367071	160372848	+
106479413	RN7SL521P	7	149125693	149125986	-
91181	NUP210L	1	153992582	154155116	-
26280	IL1RAPL2	X	104566315	105769729	+
283761	LINC00928	15	89504930	89524034	-
90693	CCDC126	7	23597333	23644708	+
23281	MTUS2	13	28820314	29505947	+
149076	ZNF362	1	33256307	33300719	+
26468	LHX6	9	122185626	122228893	-
137872	ADHFE1	8	66432483	66468809	+
5792	PTPRF	1	43522238	43623672	+
2972	BRF1	14	105209286	105315577	-
152756	FAM218A	4	164956948	164959121	+
58492	ZNF77	19	2933218	2944971	-
51341	ZBTB7A	19	4043304	4066945	-
773	CACNA1A	19	13206442	13506460	-
84553	FAXC	6	99272915	99350081	-
9152	SLC6A5	11	20599400	20659285	+
11160	ERLIN2	8	37736579	37757801	+
25778	DSTYK	1	205142497	205211599	-
24145	PANX1	11	94128928	94185596	+
29903	CCDC106	19	55647588	55653161	+
79898	ZNF613	19	51927147	51946147	+
148753	FAM163A	1	179727763	179816198	+
5147	PDE6D	2	231732425	231781327	-
255919	CNEP1R1	16	50025206	50037088	+
3645	INSRR	1	156840873	156858920	-
56899	ANKS1B	12	98729904	99984727	-
341947	COX8C	14	93347191	93348354	+
9945	GFPT2	5	180300690	180353387	-
8341	HIST1H2BN	6	27838662	27839110	+
81624	DIAPH3	13	59665583	60163985	-
3091	HIF1A	14	61695401	61748259	+
9991	PTBP3	9	112217715	112333664	-
84892	POMGNT2	3	43079229	43106092	-
54462	CCSER2	10	84328558	84518521	+
3613	IMPA2	18	11981428	12030886	+
94030	LRRC4B	19	50516892	50568208	-
63948	DMRTB1	1	53459399	53467488	+
345222	MSANTD1	4	3243728	3256615	+
126306	JSRP1	19	2252251	2260813	-
5303	PIN4	X	72181676	72263964	+
79366	HMGN5	X	81113701	81201942	-
11113	CIT	12	119685790	119877318	-
9066	SYT7	11	61513716	61588404	-
55048	VPS37C	11	61130256	61161444	-
127003	C1orf194	1	109105951	109113877	-
54453	RIN2	20	19757610	20002459	+
51071	DERA	12	15911172	16037381	+
165	AEBP1	7	44104320	44114565	+
28755	TRAC	14	22547506	22552132	+
28648	TRAV34	14	22207534	22208129	+
123016	TTC8	14	88824153	88877996	+
8886	DDX18	2	117814679	117832377	+
64240	ABCG5	2	43806154	43838840	-
54221	SNTG2	2	950868	1367991	+
1006	CDH8	16	61640435	62036835	-
65061	CDK15	2	201790324	201895550	+
121952	METTL21EP	13	102880099	102896033	+
205	AK4	1	65147342	65232145	+
1282	COL4A1	13	110148958	110307157	-
51320	MEX3C	18	51174550	51197681	-
4597	MVD	16	88651935	88663153	-
344558	SH3RF3	2	109129439	109504636	+
64210	MMS19	10	97458324	97498794	-
113655	MFSD3	8	144508081	144511228	+
5989	RFX1	19	13961530	14007514	-
79654	HECTD3	1	45002548	45011355	-
51522	TMEM14C	6	10722915	10731129	+
57142	RTN4	2	54972187	55137831	-
343472	BARHL2	1	90712022	90717237	-
170954	PPP1R18	6	30676389	30687895	-
29081	METTL5	2	169811757	169824931	-
6474	SHOX2	3	158096011	158106212	-
113510	HELQ	4	83407343	83455883	-
10144	FAM13A	4	88725954	89111398	-
116028	RMI2	16	11345438	11351763	+
10682	EBP	X	48521776	48528716	+
7475	WNT6	2	218859823	218874232	+
151449	GDF7	2	20666664	20671490	+
253943	YTHDF3	8	63168553	63212788	+
2066	ERBB4	2	211375717	212539147	-
8085	KMT2D	12	49018975	49060884	-
5373	PMM2	16	8797813	8849337	+
54502	RBM47	4	40423255	40630911	-
5083	PAX9	14	36657568	36677807	+
5536	PPP5C	19	46346994	46390975	+
869	CBLN1	16	49277917	49281831	-
80852	GRIP2	3	14489111	14602996	-
8266	UBL4A	X	154483717	154486670	-
643904	RNF222	17	8390704	8397835	-
10211	FLOT1	6	30727709	30742851	-
3021	H3F3B	17	75776434	75779935	-
11076	TPPP	5	659862	730454	-
23671	TMEFF2	2	191948299	192194940	-
27283	TINAG	6	54307792	54390152	+
23654	PLXNB2	22	50274979	50307637	-
283	ANG	14	20684177	20694186	+
10109	ARPC2	2	218217094	218254348	+
26256	CABYR	18	24138956	24161600	+
84062	DTNBP1	6	15522801	15663058	-
65094	JMJD4	1	227731189	227735423	-
3746	KCNC1	11	17734810	17783055	+
91947	ARRDC4	15	97960703	97973838	+
50614	GALNT9	12	132195829	132329364	-
10082	GPC6	13	93226825	94408020	+
89822	KCNK17	6	39299001	39314461	-
10804	GJB6	13	20221962	20232395	-
57099	AVEN	15	33858602	34074877	-
100129772	TMPOP1	6	30466225	30468869	+
100500847	MIR3615	17	74748613	74748699	+
63915	BLOC1S5	6	8013567	8064414	-
85302	FBF1	17	75909574	75938232	-
5583	PRKCH	14	61280953	61550980	+
143496	OR52B4	11	4367263	4368386	-
102466816	MIR7159	6	33899135	33899200	+
138009	DCAF4L2	8	87870743	87874068	-
256435	ST6GALNAC3	1	76074684	76632880	+
81844	TRIM56	7	101085424	101097967	+
284656	EPHA10	1	37713888	37765152	-
9969	MED13	17	61942605	62065983	-
84660	CCDC62	12	122773621	122827385	+
6781	STC1	8	23841921	23854807	-
8291	DYSF	2	71453155	71686763	+
10966	RAB40B	17	82657067	82698722	-
28763	IGLVI-70	22	22026076	22026553	+
9091	PIGQ	16	569968	584136	+
26528	DAZAP1	19	1407569	1435687	+
8853	ASAP2	2	9206765	9405683	+
5799	PTPRN2	7	157539052	158587802	-
57685	CACHD1	1	64470793	64693058	+
23370	ARHGEF18	19	7348901	7476990	+
84173	ELMOD3	2	85354394	85391752	+
5594	MAPK1	22	21759657	21867680	-
2995	GYPC	2	126655935	126696675	+
85452	CFAP74	1	1921951	2003837	-
64743	WDR13	X	48597492	48605194	+
83715	ESPN	1	6424776	6461367	+
10439	OLFM1	9	135075243	135121184	+
23135	KDM6B	17	7834210	7854800	+
null	null	null	null	null	null
348751	FTCDNL1	2	199760536	199851173	-
11178	LZTS1	8	20246165	20303981	-
54708	MARCH5	10	92291163	92353964	+
57210	SLC45A4	8	141207166	141308321	-
162	AP1B1	22	29327680	29388583	-
11127	KIF3A	5	132688808	132737633	-
8629	JRK	8	142651501	142670132	-
4616	GADD45B	19	2476125	2478259	+
84519	ACRBP	12	6638076	6647414	-
1802	DPH2	1	43969979	43973371	+
10189	ALYREF	17	81887835	81891622	-
9097	USP14	18	158483	213739	+
54619	CCNJ	10	96042848	96060870	+
90139	TSPAN18	11	44727148	44932427	+
84875	PARP10	8	143977152	143986471	-
257202	GPX6	6	28503296	28515793	-
4901	NRL	14	24078693	24114924	-
84109	QRFPR	4	121328642	121381029	-
6938	TCF12	15	56918090	57291261	+
219487	OR5M11	11	56542340	56543257	-
100500831	MIR3912	5	171386656	171386760	-
11329	STK38	6	36493882	36547516	-
100885848	PTGES3L	17	42968088	42980528	-
8701	DNAH11	7	21543215	21901568	+
26153	KIF26A	14	104138723	104180898	+
51046	ST8SIA3	18	57352490	57368931	+
79776	ZFHX4	8	76681219	76867285	+
4534	MTM1	X	150562658	150673143	+
200172	SLFNL1	1	41015597	41023444	-
4594	MUT	6	49430360	49463328	-
57498	KIDINS220	2	8728857	8837625	-
285782	CAGE1	6	7326654	7389709	-
26047	CNTNAP2	7	146116035	148420998	+
100170765	ERICH4	19	41442426	41444765	+
51268	PIPOX	17	29042900	29057227	+
54880	BCOR	X	40051246	40177390	-
389	RHOC	1	112701127	112707403	-
11079	RER1	1	2391314	2405444	+
84547	PGBD1	6	28281537	28303681	+
106481036	RN7SL414P	2	45569199	45569492	-
7067	THRA	17	40062193	40093867	+
147179	WIPF2	17	40219304	40284136	+
5339	PLEC	8	143915147	143976800	-
332	BIRC5	17	78214196	78225635	+
100287898	TTC34	1	2636988	2789737	-
23031	MAST3	19	18097764	18151692	+
5008	OSM	22	30262828	30266843	-
28	ABO	9	133255176	133275214	-
1804	DPP6	7	153747986	154894290	+
54797	MED18	1	28329002	28335967	+
2185	PTK2B	8	27311482	27459391	+
9154	SLC28A1	15	84884351	84975649	+
79683	ZDHHC14	6	157381525	157678114	+
79927	FAM110D	1	26159020	26162628	+
84504	NKX6-2	10	132783179	132786033	-
114799	ESCO1	18	21529281	21601015	-
10716	TBR1	2	161416094	161425867	+
10603	SH2B2	7	102284526	102321711	+
6274	S100A3	1	153547333	153549258	-
23177	CEP68	2	65056361	65087008	+
2564	GABRE	X	151953124	151974679	-
64801	ARV1	1	230979075	231000733	+
170261	ZCCHC12	X	118823743	118826973	+
151011	SEPT10	2	109542797	109614247	-
23288	IQCE	7	2558972	2614734	+
1421	CRYGD	2	208121607	208124589	-
64478	CSMD1	8	2935353	4995035	-
8912	CACNA1H	16	1153241	1221772	+
319089	TTC6	14	37595199	37842628	+
170370	FAM170B	10	49131154	49134020	-
5042	PABPC3	13	25096138	25098567	+
23199	GSE1	16	85169512	85676206	+
6529	SLC6A1	3	10992718	11039249	+
8655	DYNLL1	12	120469857	120498495	+
5412	UBL3	13	29764408	29850683	-
8425	LTBP4	19	40592888	40629820	+
284525	SLC9C2	1	173500465	173603094	-
283514	SIAH3	13	45780270	45851711	-
148103	ZNF599	19	34758074	34773229	-
11162	NUDT6	4	122892644	122923004	-
57731	SPTBN4	19	40467153	40576459	+
8863	PER3	1	7784285	7845181	+
54778	RNF111	15	58987588	59097419	+
84525	HOPX	4	56647988	56681866	-
8788	DLK1	14	100726865	100738224	+
286128	ZFP41	8	143246821	143262705	+
84915	FAM222A	12	109714382	109770509	+
3482	IGF2R	6	159969099	160111504	+
55197	RPRD1A	18	35982385	36067594	-
54715	RBFOX1	16	5239749	7713343	+
5596	MAPK4	18	50559781	50731826	+
169834	ZNF883	9	112997120	113012192	-
58488	PCTP	17	55750979	55845001	+
4897	NRCAM	7	108147626	108456442	-
25927	CNRIP1	2	68284171	68320051	-
55323	LARP6	15	70831524	70854265	-
6857	SYT1	12	78863993	79452008	+
51439	FAM8A1	6	17600287	17611719	+
23353	SUN1	7	815557	874920	+
346517	OR6V1	7	143052341	143053282	+
84154	RPF2	6	110982017	111028263	+
140890	SREK1	5	66144218	66183616	+
401262	CRIP3	6	43305473	43310705	-
7287	TULP1	6	35497874	35512902	-
4948	OCA2	15	27719008	28099342	-
2787	GNG5	1	84498323	84506579	-
283446	MYO1H	12	109388277	109448371	+
9780	PIEZO1	16	88715338	88785220	-
10154	PLXNC1	12	94148696	94307675	+
84869	CBR4	4	168894484	169010317	-
8568	RRP1	21	43789537	43804102	+
147015	DHRS13	17	28897781	28903071	-
79890	RIN3	14	92513773	92688994	+
84809	CROCCP2	1	16618256	16630906	-
10687	PNMA2	8	26504680	26513967	-
8496	PPFIBP1	12	27524112	27695564	+
4603	MYBL1	8	66562175	66613290	-
23359	FAM189A1	15	29120252	29570723	-
54738	FEV	2	218981087	218985657	-
10746	MAP3K2	2	127298669	127343229	-
7023	TFAP4	16	4257186	4273000	-
55633	TBC1D22B	6	37257704	37332970	+
102466864	MIR6516	17	77089417	77089497	+
10472	ZBTB18	1	244048939	244057476	+
54550	NECAB2	16	83968632	84002776	+
2038	EPB42	15	43197227	43225856	-
53940	FTHL17	X	31071241	31072053	-
8729	GBF1	10	102245498	102382899	+
1807	DPYS	8	104379424	104467075	-
157922	CAMSAP1	9	135808487	135907551	-
23659	PLA2G15	16	68245344	68261062	+
1793	DOCK1	10	126905409	127452517	+
6431	SRSF6	20	43457864	43463605	+
8303	SNN	16	11668433	11679159	+
2802	GOLGA3	12	132768909	132829131	-
79635	CCDC121	2	27625638	27629031	-
2644	GCHFR	15	40764087	40767713	+
2249	FGF4	11	69773029	69775403	-
26993	AKAP8L	19	15380048	15419121	-
128637	TBC1D20	20	435477	462553	-
1024	CDK8	13	26254104	26405238	+
128061	C1orf131	1	231223763	231241187	-
51703	ACSL5	10	112374158	112428380	+
81608	FIP1L1	4	53377572	53462611	+
283234	CCDC88B	11	64340203	64357534	+
1394	CRHR1	17	45784280	45835828	+
80741	LY6G5C	6	31676684	31680373	-
404093	CUEDC1	17	57861243	57955323	-
3352	HTR1D	1	23191895	23194729	-
10550	ARL6IP5	3	69084939	69106088	+
7769	ZNF226	19	44165062	44177685	+
388507	ZNF788	19	12092263	12114678	+
10128	LRPPRC	2	43886224	43996005	-
100532737	ATP6V1G2-DDX39B	6	31530219	31546848	-
5935	RBM3	X	48574353	48581165	+
100532736	MINOS1-NBL1	1	19596977	19658456	+
6892	TAPBP	6	33299694	33314387	-
9377	COX5A	15	74920275	74938154	-
204851	HIPK1	1	113929197	113977869	+
29984	RHOD	11	67056818	67072017	+
342371	ATXN1L	16	71845991	71857333	+
285025	CCDC141	2	178825308	179050134	-
55229	PANK4	1	2508531	2526628	-
91608	RASL10B	17	35731660	35743521	+
60481	ELOVL5	6	53267398	53349179	-
256987	SERINC5	5	80111227	80256082	-
284889	MIF-AS1	22	23893710	23898930	-
285386	TPRG1	3	189000774	189325304	+
4804	NGFR	17	49495293	49515020	+
161725	OTUD7A	15	31483126	31655339	-
1039	CDR2	16	22345936	22374617	-
51692	CPSF3	2	9423537	9473110	+
2122	MECOM	3	169083499	169663781	-
2074	ERCC6	10	49454480	49539538	-
4293	MAP3K9	14	70722526	70809268	-
145814	PGPEP1L	15	98968230	99007795	-
200035	NUDT17	1	145844985	145848954	+
9839	ZEB2	2	144384375	144520391	-
6575	SLC20A2	8	42416462	42542213	-
51702	PADI3	1	17249079	17284233	+
93058	COQ10A	12	56266858	56270966	+
29	ABR	17	1003518	1229713	-
6285	S100B	21	46598618	46605242	-
377007	KLHL30	2	238138722	238152906	+
79954	NOL10	2	10570766	10689991	-
7694	ZNF135	19	58059227	58069755	+
125058	TBC1D16	17	79932343	80035875	-
28984	RGCC	13	41457406	41470877	+
22982	DIP2C	10	274190	689710	-
100506215	PAXBP1-AS1	21	32728114	32743122	+
64375	IKZF4	12	56007647	56038435	+
196385	DNAH10	12	123761995	123935720	+
226	ALDOA	16	30053090	30070420	+
116449	CLNK	4	10489899	10734853	-
10458	BAIAP2	17	81035147	81117432	+
101928388	PLA2G4E-AS1	15	41972763	41999094	+
7005	TEAD3	6	35473597	35497084	-
414778	HCG17	6	30234039	30326134	-
288	ANK3	10	60026298	60733526	-
54849	DEF8	16	89948697	89968060	+
22868	FASTKD2	2	206765388	206868284	+
3208	HPCA	1	32885965	32894646	+
374655	ZNF710	15	90001491	90082200	+
7026	NR2F2	15	96325928	96340263	+
2235	FECH	18	57544841	57586737	-
10665	C6orf10	6	32290523	32371912	-
3765	KCNJ9	1	160055001	160090563	+
54620	FBXL19	16	30923055	30948783	+
9918	NCAPD2	12	6494132	6531966	+
114876	OSBPL1A	18	24162045	24397882	-
23136	EPB41L3	18	5392381	5630666	-
101928795	LINC01448	7	42661726	42706447	-
259285	TAS2R39	7	143183419	143184435	+
23274	CLEC16A	16	10944488	11193272	+
349136	WDR86	7	151377974	151410705	-
10618	TGOLN2	2	85318018	85328296	-
1630	DCC	18	52340172	53535903	+
6102	RP2	X	46836912	46882358	+
391104	VHLL	1	156298624	156299637	-
5261	PHKG2	16	30748299	30761176	+
914	CD2	1	116754464	116769229	+
3707	ITPKB	1	226631690	226739327	-
342667	STAC2	17	39210536	39225787	-
100423040	MIR3166	11	88176502	88176593	+
3684	ITGAM	16	31259967	31332892	+
80726	KIAA1683	19	18257096	18274509	-
7057	THBS1	15	39581079	39598918	+
4016	LOXL1	15	73926451	73952141	+
344454	AOX2P	2	200738639	200791636	+
100130097	KIF28P	1",	246770907	246839587	-
128854	TSPY26P	20	32189146	32190360	-
79586	CHPF	2	219538947	219543765	-
26137	ZBTB20	3	114314500	115147280	-
79632	FAM184A	6	118959829	119149193	-
2550	GABBR1	6	29602228	29633135	-
8470	SORBS2	4	185585444	185956716	-
9788	MTSS1	8	124550770	124728507	-
135112	NCOA7	6	125780948	125932030	+
388558	ZNF808	19	52527656	52566018	+
2558	GABRA5	15	26866719	26949210	+
8079	MLF2	12	6747992	6753470	-
50649	ARHGEF4	2	130836916	131047253	+
54841	BIVM	13	102799049	102841538	+
10919	EHMT2	6	31879759	31897707	-
2806	GOT2	16	58707131	58734357	-
8785	MATN4	20	45293446	45308566	-
1460	CSNK2B	6	31665880	31670070	+
3852	KRT5	12	52514575	52520459	-
7545	ZIC1	3	147409394	147416719	+
57020	C16orf62	16	19555415	19701163	+
3092	HIP1	7	75533298	75738976	-
10614	HEXIM1	17	45147317	45152101	+
9162	DGKI	7	137384283	137846864	-
150696	PROM2	2	95274448	95291320	+
23316	CUX2	12	111034024	111350556	+
10540	DCTN2	12	57530050	57547331	-
63971	KIF13A	6	17759183	17987623	-
57817	HAMP	19	35282346	35285143	+
729178	STXBP5-AS1	6	146841388	147204614	-
57820	CCNB1IP1	14	20311368	20333312	-
51160	VPS28	8	144423601	144428563	-
8875	VNN2	6	132743503	132763489	-
695	BTK	X	101349447	101390796	-
7442	TRPV1	17	3565446	3609411	-
388591	RNF207	1	6205475	6221299	+
55240	STEAP3	2	119222476	119265652	+
340578	DCAF12L2	X	126163499	126166097	-
54435	HCG4	6	29791031	29793073	-
10801	SEPT9	17	77281410	77500596	+
83884	SLC25A2	5	141302629	141304063	-
9940	DLEC1	3	38038595	38122741	+
56257	MEPCE	7	100428790	100434126	+
63976	PRDM16	1	3069025	3438621	+
5565	PRKAB2	1	147155106	147172589	-
89870	TRIM15	6	30163206	30172696	+
100302289	MIR1251	12	97491909	97491978	+
9651	PLCH2	1	2412481	2505530	+
4363	ABCC1	16	15949577	16143074	+
8831	SYNGAP1	6	33420070	33453689	+
9639	ARHGEF10	8	1823976	1958641	+
10642	IGF2BP1	17	48997412	49056145	+
4237	MFAP2	1	16974502	16981649	-
100379592	RNY4P10	6	33199601	33199692	+
8742	TNFSF12	17	7549058	7557890	+
5243	ABCB1	7	87503863	87713323	-
89801	PPP1R3F	X	49269822	49301465	+
1992	SERPINB1	6	2832332	2842049	-
2653	GCSH	16	81081947	81096375	-
79981	FRMD1	6	168055745	168093007	-
5660	PSAP	10	71816283	71851375	-
55119	PRPF38B	1	108692292	108701803	+
80736	SLC44A4	6	31863192	31879046	-
5542	PRB1	12	11351823	11355590	-
84971	ATG4D	19	10543894	10553423	+
84668	FAM126A	7	22895848	23014195	-
675	BRCA2	13	32315480	32399672	+
115701	ALPK2	18	58481247	58629192	-
84678	KDM2B	12	121402289	121582268	-
55744	COA1	7	43608452	43729541	-
3364	HUS1	7	47962980	47979625	-
26810	SNORD41	19	12706449	12706518	-
85453	TSPYL5	8	97273486	97277948	-
26151	NAT9	17	74770529	74776425	-
163	AP2B1	17	35586899	35726417	+
9361	LONP1	19	5691834	5720452	-
116236	ABHD15	17	29560661	29567024	-
514	ATP5E	20	59028678	59032367	-
57470	LRRC47	1	3780220	3796504	-
8723	SNX4	3	125446644	125520214	-
10046	MAMLD1	X	150361422	150514178	+
53834	FGFRL1	4	1011822	1026898	+
115704	EVI5L	19	7830275	7864976	+
4753	NELL2	12	44508275	44921848	-
7375	USP4	3	49277144	49340103	-
55016	MARCH1	4	163524298	164384050	-
54927	CHCHD3	7	132784862	133082158	-
79906	MORN1	1	2321253	2391751	-
3344	FOXN2	2	48314640	48379295	+
93974	ATPIF1	1	28236091	28238105	+
4867	NPHP1	2	110123336	110205062	-
116447	TOP1MT	8	143309324	143359977	-
7050	TGIF1	18	3411927	3458412	+
59343	SENP2	3	185586228	185631101	+
29128	UHRF1	19	4903080	4962154	+
54677	CROT	7	87345635	87399796	+
51274	KLF3	4	38664050	38701508	+
80256	FAM214B	9	35104121	35116350	-
23295	MGRN1	16	4616493	4690974	+
57456	KIAA1143	3	44748744	44761681	-
84912	SLC35B4	7	134289337	134320307	-
2059	EPS8	12	15620141	15789576	-
203062	TSNARE1	8	142212080	142403291	-
85442	KNDC1	10	133160096	133226412	+
23250	ATP11A	13	112690034	112887168	+
348180	CTU2	16	88706463	88715386	+
896	CCND3	6	41934933	42048894	-
51104	ABHD17B	9	71859461	71911245	-
138046	RALYL	8	84182629	84921844	+
26508	HEYL	1	39623431	39639676	-
391	RHOG	11	3826978	3840983	-
1786	DNMT1	19	10133344	10195135	-
7360	UGP2	2	63840950	63891562	+
100463487	MTRNR2L9	6	61574103	61574629	+
2224	FDPS	1	155308748	155320666	+
149111	CNIH3	1	224434640	224740549	+
58	ACTA1	1	229431245	229434096	-
90378	SAMD1	19	14088417	14090420	-
140685	ZBTB46	20	63743668	63832332	-
8601	RGS20	8	53851808	53959304	+
283860	LINC00304	16	89159220	89163675	+
6719	SRD5A1P1	X	139446819	139448973	+
388011	LINC01550	14	97925610	97978124	-
80148	PQLC1	18	79902420	79951665	-
864	RUNX3	1	24899511	24965158	-
80727	TTYH3	7	2631969	2664802	+
863	CBFA2T3	16	88874855	88977198	-
9698	PUM1	1	30931506	31065717	-
375	ARF1	1	228082660	228099212	+
100506783	HOXD-AS2	2	176134841	176137098	-
92170	MTG1	10	133394117	133420670	+
22978	NT5C2	10	103088017	103193306	-
55112	WDR60	7	158839250	158958695	+
54971	BANP	16	87949216	88077318	+
196528	ARID2	12	45729683	45908037	+
284408	ZNF790-AS1	19	36797550	36828111	+
27338	UBE2S	19	55401282	55408146	-
91614	DEPDC7	11	33015864	33033582	+
100652865	LINC00539	13	21303512	21344859	-
1616	DAXX	6	33318558	33323016	-
10152	ABI2	2	203327874	203432173	+
51102	MECR	1	29192657	29230958	-
84310	C7orf50	7	978485	1138291	-
54467	ANKIB1	7	92246216	92401773	+
25849	PARM1	4	74933075	75050115	+
5906	RAP1A	1	111542223	111716695	+
23263	MCF2L	13	112894378	113099739	+
8346	HIST1H2BI	6	26272976	26273412	+
51440	HPCAL4	1	39678648	39691710	-
57122	NUP107	12	68686951	68742693	+
85569	GALP	19	56176020	56185775	+
115	ADCY9	16	3953387	4116185	-
55083	KIF26B	1	245154985	245703126	+
2903	GRIN2A	16	9753404	10183364	-
54777	CFAP46	10	132808392	132942585	-
23457	ABCB9	12	122918708	122975160	-
100191040	C2CD4D	1	151837818	151840557	-
6314	ATXN7	3	63864557	64003462	+
7841	MOGS	2	74461057	74465410	-
55230	USP40	2	233475519	233566789	-
84174	SLA2	20	36612519	36646216	-
79630	C1orf54	1	150272284	150280927	+
6346	CCL1	17	34360328	34363233	-
84445	LZTS2	10	100997065	101007836	+
3623	INHA	2	219572232	219575713	+
1609	DGKQ	4	958884	973560	-
129831	RBM45	2	178112409	178129656	+
101927167	GATA2-AS1	3	128489203	128503207	+
6236	RRAD	16	66921679	66925536	-
400954	EML6	2	54723467	54972908	+
27132	CPNE7	16	89575768	89597246	+
222546	RFX6	6	116877213	116932163	+
9496	TBX4	17	61452418	61485110	+
91523	PCED1B	12	47079603	47236663	+
26040	SETBP1	18	44680173	45068510	+
166348	KBTBD12	3	127915232	127987858	+
5291	PIK3CB	3	138652698	138834938	-
54838	WBP1L	10	102742708	102816267	+
219869	OR10G8	11	124029623	124030558	+
84336	TMEM101	17	44011188	44024260	-
339834	CCDC36	3	49198428	49258104	+
7837	PXDN	2	1631887	1744852	-
